entrezgene,hgnc_symbol
NA,RNU6-876P
NA,RNU7-9P
NA,
101927599,ZNF529-AS1
NA,
NA,
NA,
NA,
NA,RNU6-229P
NA,
NA,
NA,RN7SL415P
NA,TCEB1P20
NA,
NA,RN7SL869P
NA,
NA,RPL30P13
NA,
NA,RNU6-1188P
693148,MIR563
100033451,SNORD115-14
NA,RNU6-922P
NA,RN7SL62P
NA,
NA,
NA,RNA5SP498
NA,RNA5SP179
NA,
503835,DUXA
NA,
80864,EGFL8
91862,MARVELD3
NA,C5orf56
6641,SNTB1
NA,RNU6-978P
100852410,ZRANB2-AS2
NA,RNU4-65P
NA,
NA,
84740,AFAP1-AS1
NA,RNU6-913P
NA,
102466253,MIR8076
NA,
80352,RNF39
NA,RN7SL361P
NA,RN7SKP139
4322,MMP13
NA,RN7SKP144
NA,RNU6-270P
NA,RNU6-657P
NA,
NA,
57116,ZNF695
NA,
NA,
NA,RN7SL507P
NA,RNU6-724P
100616179,MIR4498
NA,
NA,
102465135,MIR6128
56978,PRDM8
NA,
NA,RNA5SP431
NA,
9796,PHYHIP
NA,
100616271,MIR4637
60559,SPCS3
NA,
1447,CSN2
693164,MIR579
NA,RNA5SP34
NA,RN7SL334P
NA,RNU6-34P
NA,
401289,LINC01624
NA,RNU4-27P
NA,
NA,
NA,
NA,RN7SKP49
NA,
100616301,MIR4674
NA,RNU1-11P
57471,ERMN
NA,RNA5SP230
594839,SNORA33
619563,SNORA7A
100616246,MIR4799
NA,RNA5SP303
283461,C12orf40
51545,ZNF581
NA,RNU6-89P
NA,SPDYE14P
494329,MIR380
100302279,MIR1262
NA,
NA,RNU6-1200P
NA,
NA,RNU6-1216P
327,APEH
NA,
NA,RNU6-918P
51077,FCF1
84106,PRAM1
NA,
NA,
100616363,MIR4735
NA,
NA,RN7SL698P
102466982,MIR6729
NA,
NA,
NA,RNU6-177P
NA,RN7SKP4
406999,MIR217
NA,RNU6-886P
NA,
NA,
441864,TARM1
NA,RNU7-107P
NA,
NA,GAPDHP31
NA,
NA,
NA,
NA,FRG2FP
NA,RNU6-381P
143241,DYDC1
NA,RNU6-1183P
693210,MIR625
54847,SIDT1
102465456,MIR6761
525,ATP6V1B1
NA,RN7SL632P
NA,RNU6-1249P
100302192,MIR548F1
116143,WDR92
NA,
100302195,MIR320C2
NA,RNU6-199P
414764,HCG23
4125,MAN2B1
100616229,MIR4473
100847029,MIR5003
NA,RNU1-21P
NA,RN7SKP132
NA,RNU6-266P
NA,SNORD13P3
664612,MIR539
85236,HIST1H2BK
245930,DEFB116
NA,
NA,RN7SL388P
NA,
NA,RN7SL530P
NA,OR55B1P
NA,
10692,RRH
NA,
NA,
NA,
100616303,MIR3688-2
100616474,MIR4715
NA,DUX4L31
NA,
NA,
NA,
NA,
NA,OR5AP1P
NA,
NA,
6903,TBCC
100422966,MIR4277
NA,
NA,
NA,
NA,
NA,RN7SL152P
NA,RNA5SP512
102724539,
NA,TUSC8
NA,
101927018,
NA,RNA5SP39
NA,
NA,PPIAP3
338651,KRTAP5-AS1
442906,MIR338
NA,B3GALNT2P1
NA,RNA5SP180
102466247,MIR1273H
NA,
100033822,SNORD115-48
100616244,MIR3976
NA,HAUS6P1
NA,
100616391,MIR4684
NA,RPL23AP71
NA,
NA,ATP5F1P2
100616368,MIR4688
NA,
NA,RNU6-625P
NA,
NA,RNU6-1307P
NA,
693146,MIR561
NA,
406957,MIR181C
NA,RN7SKP199
54918,CMTM6
100422841,MIR3174
NA,
NA,RN7SL817P
NA,RNU1-65P
NA,
NA,RNU6-501P
NA,RNU6-344P
NA,
NA,
NA,
NA,RNU6-1329P
NA,RPS2P45
449491,DEFA8P
NA,
727936,GXYLT2
100500897,MIR3617
NA,
541465,CT45A6
NA,
NA,
100500845,MIR642B
NA,
NA,
NA,
23475,QPRT
102466753,MIR6868
NA,
NA,RNU4-44P
NA,RNA5SP65
728279,KRTAP2-2
503519,LINC00929
NA,CCNB2P1
NA,RNU6-238P
NA,
NA,
100507388,
NA,
NA,
101340252,SNORD121B
NA,MARK2P11
574498,MIR516A1
NA,RNU6-209P
729967,MORN2
342538,NACA2
NA,ADGRF5P2
NA,
NA,
NA,LRRC53
NA,RNU6-1303P
NA,
NA,
NA,
NA,RN7SL508P
NA,LINC00208
100302123,MIR1275
100847087,MIR5192
NA,TRAJ49
126014,OSCAR
NA,
NA,
NA,
NA,
NA,
NA,IGKV1D-42
NA,
NA,
NA,RN7SKP76
NA,RNA5SP476
NA,TRBVA
100616464,MIR4778
NA,
693190,MIR605
NA,RNU6-1108P
100616207,MIR4439
NA,RN7SKP226
NA,
NA,
NA,TRAJ19
54600,UGT1A9
NA,RN7SL516P
NA,
NA,
NA,
100302223,MIR1302-8
NA,RNU6-193P
NA,RNU6-732P
NA,RNU6-1227P
NA,RNA5SP60
102465497,MIR6828
NA,
NA,
1495,CTNNA1
NA,RNA5SP302
NA,
NA,
NA,
NA,
100616177,MIR4419A
51225,ABI3
NA,
NA,
100616216,MIR4797
NA,
NA,
25849,PARM1
NA,HTR1DP1
NA,RN7SKP250
NA,
103504730,MIR9500
NA,RNU6-179P
8784,TNFRSF18
NA,
NA,RNU6-1320P
100500898,MIR3927
83442,SH3BGRL3
26011,TENM4
NA,RNA5SP73
152,ADRA2C
NA,
NA,RN7SKP124
5959,RDH5
406944,MIR153-1
100423017,MIR3139
55153,SDAD1
NA,TRBV27
NA,RNU4-74P
NA,RN7SL309P
1589,CYP21A2
102465837,MIR7849
NA,
NA,
102465434,MIR6726
NA,
NA,ADD3-AS1
29844,TFPT
NA,
100302141,MIR1913
102465443,MIR6740
NA,
149620,CHIAP2
NA,RNU6-517P
100616458,MIR5095
115653,KIR3DL3
NA,
NA,TRBVA
NA,RN7SL568P
148413,
100302144,MIR1912
1652,DDT
1652,DDT
100037417,DDT
100037417,DDT
NA,
102466202,MIR6769B
100422873,MIR4297
NA,RNA5SP297
NA,
647135,SRGAP2B
54206,ERRFI1
100302214,MIR1277
NA,RNU7-75P
100422825,MIR3160-2
NA,RNU4-70P
NA,RNU7-27P
NA,RNU6-22P
100616423,MIR4703
NA,RNU6-5P
NA,RNU6-1115P
2800,GOLGA1
NA,RNU6-492P
NA,RNU1-142P
NA,
254240,BPIFC
51460,SFMBT1
91074,ANKRD30A
NA,
NA,RNA5SP346
NA,
574454,MIR496
NA,
NA,RN7SL167P
400793,C1orf226
NA,
NA,RNA5SP440
196463,PLBD2
406924,MIR134
1143,CHRNB4
NA,
NA,RNA5SP221
NA,
NA,RN7SL231P
100422954,MIR4309
57591,MKL1
103504741,MIR5701-3
NA,RNU7-71P
100422923,MIR548W
NA,SNORD68
NA,RNU6-1296P
NA,
NA,RN7SKP192
NA,
NA,
283237,TTC9C
NA,
100616181,MIR4514
NA,RN7SL48P
NA,
3561,IL2RG
NA,
NA,GMFBP1
NA,
100422972,MIR3181
54845,ESRP1
NA,
NA,
NA,PXN-AS1
NA,RNU1-28P
NA,
NA,
NA,RNA5SP255
NA,RNU6-513P
NA,
100302261,MIR1910
NA,
NA,RNU6-493P
102465478,MIR6797
NA,RNU6-1025P
NA,RNU4-47P
441864,TARM1
NA,
NA,WBP1LP4
442901,MIR328
NA,RNU6-1035P
102466739,MIR6803
NA,
NA,RN7SL221P
100422838,MIR3195
102466081,MIR5739
84759,PCGF1
NA,RPL23AP45
NA,RNU6-426P
NA,RN7SL429P
NA,RN7SL563P
NA,RN7SL725P
NA,
102465466,MIR6777
NA,
100616161,MIR4795
NA,RNU5A-3P
100033440,SNORD115-3
NA,RNU6-323P
NA,
NA,
100847021,MIR5002
6082,SNORD20
NA,
123283,TARSL2
NA,
NA,RNU6-612P
79188,TMEM43
767564,SNORD113-4
654321,SNORA75
644974,ALG1L2
NA,RNU6-926P
NA,SAPCD2P3
NA,RNA5SP481
693160,MIR575
NA,RNU5A-7P
NA,
NA,
768216,MIR454
100616312,MIR4478
NA,
NA,RNU6-173P
NA,RNVU1-2
NA,RNU6-510P
NA,
NA,RNU6-1135P
3880,KRT19
NA,RNU6-359P
284801,MIR663AHG
284801,MIR663AHG
724033,MIR663AHG
724033,MIR663AHG
NA,
NA,
NA,RN7SL759P
NA,RNU6-907P
NA,RNU4-64P
NA,RNU6-704P
100616344,MIR3689D2
NA,
283129,MAJIN
101243555,PTENP1-AS
NA,RNA5SP488
NA,
NA,RN7SKP156
NA,RNU6-519P
100008587,RNA5-8S5
NA,
NA,RNU6-837P
NA,
NA,
102466235,MIR7515
NA,RNA5SP236
100616428,MIR548AM
100302114,MIR513C
NA,RNU6-561P
100500850,MIR3682
102466721,MIR892C
NA,RNU4-54P
7431,VIM
NA,RNU6-1013P
101928600,
NA,RNU6-1111P
NA,RN7SKP151
NA,
NA,RNA5SP443
57096,RPGRIP1
NA,
NA,RNU6-1237P
692084,SNORD13
NA,RN7SKP271
1043,CD52
100169763,RNA5S12
NA,
27333,GOLIM4
100506944,
NA,
NA,
NA,
3957,LGALS2
NA,RNU6-522P
NA,RNU2-52P
NA,
90673,PPP1R3E
NA,
407055,MIR99A
NA,
NA,RN7SL83P
NA,
94107,TMEM203
91664,ZNF845
NA,TREML3P
NA,RNU1-59P
5912,RAP2B
NA,
NA,
NA,RNU6-117P
79961,DENND2D
28231,SLCO4A1
5469,MED1
5142,PDE4B
NA,FTH1P21
NA,RNU6-418P
102464825,MIR6070
NA,
NA,
NA,RNA5SP107
NA,RNU6-530P
9437,NCR1
9587,MAD2L1BP
NA,RNU6-613P
NA,RNU6-449P
NA,RN7SL801P
4849,CNOT3
NA,
NA,
NA,RN7SL185P
NA,
NA,RNU6-549P
693170,MIR585
NA,RPL7L1P2
NA,
NA,
NA,
NA,RNU6-1068P
NA,RNU6-288P
NA,TRBV25-1
10489,LRRC41
407053,MIR96
NA,RNA5SP327
NA,
83874,TBC1D10A
NA,
100847078,MIR548AQ
NA,RNU6-500P
NA,
NA,RNU6-745P
654320,SNORA8
388942,
NA,RNA5-8SP2
NA,
57476,GRAMD1B
NA,IGKV3D-7
NA,
100033447,SNORD115-10
NA,OR2B4P
NA,
645922,S100A7L2
NA,
NA,RNA5SP306
NA,HSP90AB6P
112724,RDH13
NA,
100847091,MIR5681B
NA,
100847045,MIR548AU
7384,UQCRC1
NA,
NA,RNU6-388P
NA,
NA,RNU6-1184P
90850,ZNF598
401546,C9orf152
NA,RNU6-973P
NA,RN7SL15P
NA,RN7SL582P
2219,FCN1
NA,
148229,ATP8B3
677768,SCARNA13
NA,RN7SL189P
NA,RN7SL815P
NA,TRBJ2-2
NA,
NA,
NA,RNA5SP493
NA,
NA,
NA,
7626,ZNF75D
100033417,SNORD116-5
NA,RN7SL236P
NA,
NA,
NA,
NA,
NA,RNU6V
NA,
101929074,PIK3CD-AS2
NA,
100506866,TTN-AS1
100506866,TTN-AS1
101927055,TTN-AS1
101927055,TTN-AS1
NA,RNU6-189P
NA,RNU7-59P
NA,RNU6-57P
93210,PGAP3
NA,
NA,RNU6-1306P
NA,SLC25A5P5
NA,RNU6-1045P
693137,MIR552
NA,
NA,RN7SL542P
283431,GAS2L3
NA,RN7SKP161
NA,RN7SKP265
NA,RNU6-670P
NA,OR7E163P
NA,SEPT7P8
NA,
NA,TOMM20P4
NA,
79895,ATP8B4
NA,
153339,TMEM167A
NA,RNU7-94P
NA,TRPC6P
NA,
NA,
9704,DHX34
100101120,TTTY7B
NA,LINC01348
NA,RN7SL191P
NA,
NA,RNU6-100P
NA,
NA,
NA,
57481,KIAA1210
NA,RNU6-1176P
NA,RNU6-71P
NA,ARL6IP1P2
NA,
NA,RPL39P18
NA,RNA5SP396
NA,RNA5SP203
NA,RN7SKP261
NA,RNU6-345P
NA,
NA,
1548,CYP2A6
NA,RNU6-187P
NA,
NA,
NA,RN7SL344P
NA,RNU6-1038P
NA,
NA,RN7SL199P
NA,RN7SL317P
NA,RN7SL822P
NA,
NA,RNA5SP27
NA,
NA,
NA,
NA,RNU6-740P
NA,RNU6-111P
NA,
NA,RN7SL796P
NA,RNU6-573P
689,BTF3
NA,OR2H4P
NA,RNU6-1121P
NA,RNU6-239P
NA,RNU5E-5P
NA,
NA,
NA,
NA,RN7SL335P
7745,ZKSCAN8
NA,RN7SL546P
NA,
NA,
284110,GSDMA
NA,RNU6-1274P
284083,C17orf47
NA,
NA,
NA,
NA,
NA,
26863,RNVU1-18
NA,
NA,
NA,
NA,RNA5SP463
NA,RNU1-139P
9969,MED13
692085,SNORD45C
NA,HSPE1P10
79143,MBOAT7
26781,SNORA67
NA,
NA,RN7SL37P
NA,RNU6-436P
NA,
NA,RN7SL464P
NA,
285401,LINC00698
NA,RN7SL720P
26033,ATRNL1
NA,
692149,SCARNA14
NA,RNU5E-6P
NA,
NA,RPL23AP51
NA,RNA5SP467
4884,NPTX1
NA,
NA,RNU6-781P
30834,ZNRD1
NA,
NA,
NA,
NA,RNU6-133P
100033442,SNORD115-5
NA,
NA,HMGN2P13
554282,FAM72C
NA,RNU6-632P
NA,
NA,RNU6-290P
NA,
116449,CLNK
NA,RNU5E-7P
NA,RNU6-641P
NA,RNU6-606P
NA,
8383,OR1A1
NA,
NA,RNU6-1009P
NA,ATP1B3-AS1
80070,ADAMTS20
NA,RN7SL677P
NA,BNIP3P22
NA,RNU6-761P
NA,RN7SL40P
NA,HTR5BP
NA,
NA,RNA5SP312
NA,RNU7-12P
NA,
NA,
677833,SNORA54
NA,
NA,
102466879,MIR8083
5342,PLGLB2
NA,
259197,NCR3
85389,SNORD14C
NA,
NA,
284576,LEMD1-AS1
NA,RN7SKP182
NA,
100847024,MIR5698
338917,VSX2
NA,
NA,
NA,RNU1-87P
NA,EIF2S2P2
NA,RNA5SP407
NA,RNA5SP449
NA,RNU2-50P
NA,RNU6-262P
NA,RNU6-131P
692053,SNORD9
NA,
NA,
NA,
106144531,LINC00374
NA,RNU6-308P
NA,
100422859,MIR3136
NA,RNU6-450P
NA,
8538,BARX2
406885,MIRLET7C
441864,TARM1
NA,RNA5SP375
NA,RNU2-72P
NA,
NA,
101927134,LINC01470
362,AQP5
NA,
NA,RNU6-1017P
NA,RNU6-254P
NA,RNY4P16
NA,
NA,
NA,UBFD1P1
NA,RNU6-1053P
100500917,MIR3680-1
NA,RNU6-1250P
NA,
100500891,MIR3935
NA,
NA,
NA,
NA,
64895,PAPOLG
NA,
6086,RNY4
NA,
NA,
NA,RNU6-338P
100422852,MIR4259
NA,SLC16A14P1
1409,CRYAA
1409,CRYAA
102724652,CRYAA
102724652,CRYAA
NA,
100422839,MIR3119-1
100422839,MIR3119-1
100423010,MIR3119-1
100423010,MIR3119-1
100422839,MIR3119-2
100422839,MIR3119-2
100423010,MIR3119-2
100423010,MIR3119-2
NA,PLCE1P1
NA,RN7SKP282
100526835,FPGT-TNNI3K
NA,RNA5SP319
NA,
NA,RN7SL496P
1066,CES1
NA,RNU4-51P
NA,RNU6-55P
NA,RNU2-56P
767577,SNORD114-1
NA,
NA,RNU6-198P
90678,LRSAM1
NA,
NA,
NA,
NA,RN7SKP73
NA,
100302234,MIR664A
NA,IGHD4-17
NA,
NA,
NA,RN7SKP162
NA,RNU6-299P
NA,
24144,TFIP11
NA,
NA,
102723557,
286319,TUSC1
8863,PER3
100302227,MIR1302-1
54888,NSUN2
NA,
NA,RN7SL364P
NA,RNU4-35P
NA,
NA,
NA,SNORA73A
677846,SNORA80A
5445,PON2
NA,
NA,
677805,SNORA18
102465871,MIR8071-1
NA,RNU6-1018P
NA,IGHD1-20
NA,
NA,
101927683,
NA,
NA,RN7SL853P
102465469,MIR6782
NA,RN7SKP30
NA,
NA,
102465473,MIR6790
NA,RNU6-1314P
NA,
NA,
7317,UBA1
692086,SNORD17
767604,SNORD114-24
100506082,
84232,MAF1
NA,
100616402,MIR4696
NA,
100124535,SNORA36C
NA,RNU6-147P
NA,
NA,
NA,RNU6-1205P
378706,RN7SL2
100422925,MIR4322
677812,SNORA29
NA,RNA5SP173
102465476,MIR6795
NA,MT1XP1
NA,
NA,RNA5SP308
NA,RNU6-883P
100033419,SNORD116-7
NA,
NA,
NA,RNU6-477P
NA,RNU6-386P
406896,MIR103A2
NA,RPL9P30
NA,RN7SL517P
NA,RNA5SP59
NA,
NA,
NA,
NA,
NA,
NA,
NA,
NA,RN7SKP62
574490,MIR516B1
NA,RNA5SP364
NA,
NA,C1orf143
2968,GTF2H4
NA,RNU1-18P
NA,
NA,RNU6-485P
NA,
4496,MT1H
100033603,SNORD115-21
NA,RN7SL650P
693231,MIR646
NA,
126364,LRRC25
100616291,MIR4791
NA,HNRNPA1P54
NA,
677820,SNORA38
NA,
NA,
NA,RNA5SP30
NA,KRT18P35
102466953,MIR6082
NA,RNU6-983P
NA,
11031,RAB31
NA,
NA,RNU1-104P
79258,MMEL1
NA,
3606,IL18
NA,RNU6-967P
677808,SNORA23
100996720,
NA,
NA,RNU6-943P
693166,MIR581
100126314,MIR877
NA,
10901,DHRS4
10901,DHRS4
10901,DHRS4
317749,DHRS4
317749,DHRS4
317749,DHRS4
728635,DHRS4
728635,DHRS4
728635,DHRS4
NA,RNU6-237P
55796,MBNL3
NA,
NA,RN7SKP154
NA,OGFOD1P1
NA,
10103,TSPAN1
102466746,MIR6780B
NA,
NA,
NA,RNU6-720P
NA,
3834,KIF25
NA,
26789,SNORD59A
283232,TMEM80
NA,
NA,PFN1P8
79143,MBOAT7
NA,RN7SKP223
NA,
NA,
NA,RNU6-405P
NA,RN7SL612P
56658,TRIM39
56658,TRIM39
202658,TRIM39
202658,TRIM39
4837,NNMT
NA,RNU6-1192P
NA,RNU6-812P
NA,ODCP
NA,RNA5SP446
NA,
NA,
201931,TMEM192
280,AMY2B
NA,RNU2-31P
NA,
1306,COL15A1
NA,RNU1-105P
NA,RNA5SP338
2348,FOLR1
3123,HLA-DRB1
3123,HLA-DRB1
105369230,HLA-DRB1
105369230,HLA-DRB1
NA,
NA,RNU7-74P
NA,RN7SL44P
23534,TNPO3
NA,
NA,
29105,CFAP20
NA,
NA,RN7SL220P
NA,RNY1P15
NA,PAIP1P1
NA,RNU1-107P
NA,C1GALT1P2
NA,RNU6-527P
199777,ZNF626
2218,FKTN
NA,
NA,
NA,
100874353,RPS6KA2-IT1
NA,RNU6-1305P
NA,RNA5SP99
NA,MRPL35P2
56956,LHX9
NA,RNU6-882P
NA,RNU6-1042P
NA,RNU6-1233P
126321,MFSD12
NA,
64083,GOLPH3
NA,
NA,
NA,
26775,SNORA72
NA,RN7SL697P
7038,TG
NA,LINC00238
NA,
100033810,SNORD115-36
407032,MIR30C2
7407,VARS
NA,RN7SL208P
NA,RN7SL846P
NA,RN7SL440P
7388,UQCRH
NA,FMO7P
NA,
NA,RNA5SP264
NA,
NA,RN7SL618P
NA,RNU6-778P
NA,
NA,RNU6-619P
407014,MIR25
343413,FCRL6
574505,MIR450A2
1434,CSE1L
NA,RNU6-751P
NA,
NA,
NA,RN7SL105P
NA,
NA,
NA,RN7SL811P
NA,RN7SL575P
NA,
6421,SFPQ
677838,SNORA61
80709,AKNA
NA,
NA,
NA,
NA,
NA,RNU6-795P
151835,CPNE9
NA,
NA,RN7SKP103
NA,RNU6-430P
NA,RN7SKP63
55884,WSB2
NA,RNU6-1235P
NA,RNU6-1025P
NA,
NA,
NA,RNU7-129P
NA,
NA,RNU6-387P
NA,RNU6-101P
NA,
NA,RNU6-905P
NA,RNA5SP189
1797,DXO
NA,RNA5SP424
NA,
100033815,SNORD115-41
NA,RNU6-220P
9785,DHX38
NA,
NA,
NA,
NA,
NA,
NA,
NA,APOC2
NA,
NA,RNA5SP429
NA,
NA,RNA5-8SP6
NA,
NA,
NA,
NA,RNU6-1130P
NA,RN7SL771P
NA,RNU6-654P
NA,RNA5SP397
NA,
NA,RNU6-168P
NA,RNU6-1082P
NA,
NA,RNU6-596P
NA,RNU6-776P
NA,RNA5SP307
NA,
NA,
3455,IFNAR2
NA,RNA5SP425
NA,
NA,RNA5SP389
NA,RN7SL131P
3803,KIR2DL2
6445,SGCG
407031,MIR30C1
NA,
NA,RNU6-647P
NA,RNA5SP139
NA,RNA5SP426
NA,RN7SL292P
26797,SNORD52
NA,
NA,RNU6ATAC36P
NA,
NA,
NA,RNU6-1291P
100126346,MIR190B
NA,
NA,RNA5SP332
388591,RNF207
NA,RNU6-3P
NA,FAM60BP
NA,
NA,
NA,RN7SKP230
693142,MIR557
NA,
56244,BTNL2
NA,
NA,RNU6-711P
NA,RPL7P4
NA,RNU6-67P
NA,RN7SKP119
NA,
NA,
NA,
100288831,SRGAP3-AS3
503618,DEFB104B
NA,
NA,RNU6-444P
100500866,MIR3941
NA,
NA,RNA5SP132
NA,RNU4-20P
643382,TMEM253
NA,
NA,
NA,RNA5SP140
257396,
NA,BUD31P1
102724651,
NA,IGKV1-9
NA,RN7SL831P
NA,
100616173,MIR203B
NA,RNU6-467P
NA,
NA,
9325,TRIP4
NA,RNU6-570P
NA,RNU6-1226P
NA,TRDD3
NA,
NA,RN7SL446P
2046,EPHA8
NA,
11061,LECT1
100500904,MIR3942
NA,CTAGE7P
NA,RN7SKP19
NA,
NA,
6203,
NA,RNU6-1103P
NA,
6447,SCG5
29106,SCG3
7068,THRB
NA,
NA,
1351,COX8A
101927273,LINC01416
7424,VEGFC
NA,RNA5SP464
100616257,MIR3975
NA,RNU6-215P
838,CASP5
NA,
NA,RNU5F-4P
NA,HIST1H3PS1
NA,RN7SKP227
NA,
NA,RN7SL321P
653333,FAM86B2
NA,
100616313,MIR4749
574480,MIR519D
NA,
3802,KIR2DL1
NA,RNU6-681P
132001,TAMM41
NA,
NA,ZNF33BP1
NA,
14,AAMP
100033415,SNORD116-3
NA,
100126350,MIR933
9533,POLR1C
NA,
NA,RN7SL655P
338675,OR5AP2
NA,
100169751,RNA5S1
406903,MIR10B
NA,
NA,RNU1-122P
NA,
4190,MDH1
NA,
NA,
219938,SPATA19
NA,
100996348,CA3-AS1
494337,MIR425
126014,OSCAR
NA,
NA,
NA,OR7E35P
NA,RN7SL198P
102464817,MIR5787
NA,
2230,FDX1
NA,RNU6ATAC2P
NA,RNU6-684P
NA,
NA,RNU7-123P
100313774,MIR302E
NA,TUBB8P11
NA,RN7SL484P
693161,MIR576
100423016,MIR3159
NA,RNU6-952P
100422918,MIR3167
NA,
NA,RN7SL308P
693198,MIR613
693201,MIR616
NA,RNA5SP471
NA,
442903,MIR331
80310,PDGFD
NA,
693206,MIR621
100302267,MIR2054
NA,
219790,RTKN2
NA,RN7SL258P
100422830,MIR3171
767568,SNORD113-8
NA,
100313886,MIR2116
NA,RNU6-752P
NA,
100500852,MIR3180-4
NA,
100422983,MIR4314
NA,RNU6-702P
693223,MIR638
NA,
574483,MIR517B
100616175,MIR4633
574486,MIR526A2
NA,
NA,RN7SL470P
NA,RNA5SP123
100422824,MIR3128
9834,KIAA0125
NA,
100616166,MIR4796
NA,RNU6-1155P
100616435,MIR4801
NA,RN7SL353P
84929,FIBCD1
406913,MIR126
402381,SOHLH1
100422985,MIR1184-2
NA,RN7SL332P
NA,
100302284,MIR1303
NA,RNU6-170P
NA,
NA,
NA,
8344,HIST1H2BE
NA,
NA,
NA,RNA5SP48
3751,KCND2
7549,ZNF2
NA,
654319,SNORA5A
81578,COL21A1
NA,
NA,RNU4-73P
NA,
100302259,MIR1202
441873,PRAMEF25
NA,RNA5SP516
NA,RNA5SP135
NA,
NA,RNU6-401P
NA,OR12D1
NA,RN7SL424P
440023,KRTAP5-6
NA,
677815,SNORA2C
NA,RNU6-956P
NA,RN7SL371P
NA,
NA,RNA5SP218
100847017,MIR5692C2
NA,IGHV2-26
NA,
NA,
NA,
NA,RNA5SP199
NA,
105378385,
NA,
NA,
51481,VCX3A
100616372,MIR4659B
NA,
NA,
NA,
10117,ENAM
91608,RASL10B
NA,
NA,
NA,PLSCR5-AS1
NA,
NA,RNU6-11P
NA,
NA,OR2G1P
NA,
NA,RN7SL451P
NA,
100500870,MIR3926-1
NA,
1616,DAXX
NA,RN7SL819P
NA,
NA,RTCA-AS1
NA,RNA5SP376
26091,HERC4
NA,
102724728,
NA,RPL32P33
NA,RNU6-1180P
NA,
9313,MMP20
2880,GPX5
NA,
NA,
NA,RNU6-1177P
3122,HLA-DRA
101927765,
NA,
7336,UBE2V2
NA,ACSM5P1
100422903,MIR4288
NA,
28234,SLCO1B3
NA,RN7SL173P
NA,RNA5SP445
NA,
NA,RNU6-1214P
NA,RNA5SP366
NA,
102466162,MIR548AZ
NA,
NA,
NA,RN7SL244P
NA,HLA-DQB3
285888,CNPY1
NA,
NA,
NA,RN7SL614P
NA,
NA,
NA,RNA5SP143
NA,
102466271,MIR6893
729873,TBC1D3
NA,
NA,RNU2-27P
5526,PPP2R5B
NA,RNA5SP193
101929387,LMF1-AS1
494333,MIR384
NA,
NA,RNU6-555P
80194,TMEM134
NA,
NA,
NA,RNA5SP277
NA,RN7SL564P
NA,
NA,
NA,RN7SL604P
NA,RNU6-1222P
NA,
NA,RNA5SP35
NA,
163223,ZNF676
NA,RNU6-991P
NA,RNU7-45P
NA,TCEB1P30
NA,RN7SL592P
79953,SYNDIG1
NA,RNU4-18P
55750,AGK
647042,GOLGA6L10
128864,C20orf144
NA,
255082,CASC2
NA,RNU6-1263P
NA,
NA,
NA,RN7SL166P
NA,
NA,RNA5SP443
NA,SNORD73B
NA,
NA,
NA,RN7SKP64
NA,
NA,RNU6-948P
NA,
NA,
100033799,SNORD115-22
NA,RN7SKP69
NA,SLC25A6P2
NA,
NA,
NA,
NA,RNA5SP286
NA,
100033435,SNORD116-24
101927237,
NA,
NA,
5320,PLA2G2A
NA,RNU6-1010P
NA,RN7SL459P
NA,RNU7-115P
NA,
NA,CSTP1
NA,RNU6-1285P
NA,
NA,RNA5SP305
114796,PSMG3-AS1
NA,
NA,
11248,NXPH3
NA,RN7SKP243
NA,RNU7-87P
NA,RN7SL400P
NA,
55811,ADCY10
NA,RN7SL351P
NA,RN7SKP187
NA,RNU1-64P
NA,
NA,MRPL57P6
NA,
101954269,RNVU1-17
NA,
NA,RNU6-742P
23562,CLDN14
NA,RN7SL749P
NA,OR6M3P
NA,
NA,
NA,
NA,RNA5SP71
NA,RAD51AP1P1
NA,RN7SL313P
NA,RN7SKP148
NA,RNU6-960P
NA,
NA,RN7SKP83
101954278,RNU6-8
NA,
NA,BCAS2P3
NA,RN7SKP180
NA,
NA,
NA,RN7SL487P
375033,PEAR1
NA,
NA,
101929620,LINC01243
NA,
NA,
NA,PLEKHA3P1
619564,SNORD72
NA,
NA,OR2AH1P
NA,RNU2-28P
NA,RNU6-808P
NA,RN7SL323P
NA,
NA,HNF4GP1
NA,
9277,WDR46
9277,WDR46
102466754,WDR46
102466754,WDR46
NA,
NA,RNA5SP121
27183,VPS4A
NA,SNORD116-21
399693,CCDC187
NA,VTRNA2-2P
NA,
NA,MTATP6P30
NA,RN7SL202P
NA,RPS3AP40
100423032,MIR3121
NA,ANKRD20A18P
NA,
NA,RNU6-892P
100616118,MIR4486
NA,
NA,RNA5SP485
NA,RN7SL146P
392617,ELFN1
100124539,SNORA11B
100505826,STK4-AS1
27283,TINAG
100616311,MIR3973
NA,RN7SKP164
NA,
NA,RNU6-551P
NA,
NA,
NA,
100616215,MIR548AL
57528,KCTD16
NA,RN7SKP276
NA,
NA,
NA,RNU6-353P
100313830,MIR548H1
101929153,
NA,
NA,
NA,RN7SL404P
NA,
126638,RPTN
NA,HYALP1
NA,RNA5SP335
NA,
102466752,MIR6863
NA,
NA,
NA,
NA,KNOP1P2
NA,
NA,RNU2-29P
100616273,MIR451B
NA,RNA5SP248
NA,RN7SL120P
51428,DDX41
NA,
NA,RNU6-1281P
NA,
NA,
NA,PEBP1P3
677780,SCARNA11
100302135,MIR320C1
NA,RNU6-809P
NA,CYP4F33P
NA,
NA,
